id	verb	transitive	derived	type
7845	اِنْسَلَخَ	1	مُنْسَلِخٌ	Subject
7846	اِنْشَرَحَ	1	مُنْشَرِحٌ	Subject
7847	اِنْشَطَرَ	1	مُنْشَطِرٌ	Subject
7848	اِنْشَغَفَ	1	مُنْشَغِفٌ	Subject
7849	اِنْشَغَلَ	1	مُنْشَغِلٌ	Subject
7850	اِنْشَقَّ	1	مُنْشَقٌّ	Subject
7851	اِنْصَرَفَ	1	مُنْصَرِفٌ	Subject
7852	اِنْصَرَمَ	1	مُنْصَرِمٌ	Subject
7853	اِنْضَوَى	1	مُنْضَوِي	Subject
7854	اِنْطَادَ	1	مُنْطَادٌ	Subject
7855	اِنْطَلَقَ	1	مُنْطَلِقٌ	Subject
7856	اِنْطَوَى	1	مُنْطَوِي	Subject
7857	اِنْعَدَمَ	1	مُنْعَدِمٌ	Subject
7858	اِنْعَرَجَ	1	مُنْعَرِجٌ	Subject
7859	اِنْعَزَلَ	1	مُنْعَزِلٌ	Subject
7860	اِنْعَكَسَ	1	مُنْعَكِسٌ	Subject
7861	اِنْفَتَحَ	1	مُنْفَتِحٌ	Subject
7862	اِنْفَجَرَ	1	مُنْفَجِرٌ	Subject
7863	اِنْفَرَجَ	1	مُنْفَرِجٌ	Subject
7864	اِنْفَرَدَ	1	مُنْفَرِدٌ	Subject
7865	اِنْفَصَلَ	1	مُنْفَصِلٌ	Subject
7866	اِنْفَعَلَ	1	مُنْفَعِلٌ	Subject
7867	اِنْقَادَ	1	مُنْقَادٌ	Subject
7868	اِنْقَبَضَ	1	مُنْقَبِضٌ	Subject
7869	اِنْقَرَضَ	1	مُنْقَرِضٌ	Subject
7870	اِنْقَطَعَ	1	مُنْقَطِعٌ	Subject
7871	اِنْقَلَبَ	1	مُنْقَلِبٌ	Subject
7872	اِنْكَمَشَ	1	مُنْكَمِشٌ	Subject
7873	اِنْهَارَ	1	مُنْهَارٌ	Subject
7874	اِنْهَزَمَ	1	مُنْهَزِمٌ	Subject
7875	اِنْهَمَرَ	1	مُنْهَمِرٌ	Subject
7876	اِنْهَمَكَ	1	مُنْهَمِكٌ	Subject
7877	اِهْتَاجَ	1	مُهْتَاجٌ	Subject
7878	اِهْتَدَى	1	مُهْتَدِي	Subject
7879	اهْتَرَأَ	1	مُهْتَرِئٌ	Subject
7880	اِهْتَزَّ	1	مُهْتَزٌّ	Subject
7881	اِهْتَمَّ	1	مُهْتَمٌّ	Subject
7882	بَئِسَ	1	بَائِسٌ	Subject
7883	بات	1	بَائِتٌ	Subject
7884	باخ	1	بَائِخٌ	Subject
7885	باد	1	بَائِدٌ	Subject
7886	بادر	1	مُبَادِرٌ	Subject
7887	بَادَلَ	1	مُبَادِلٌ	Subject
7888	بار	1	بَائِرٌ	Subject
7889	بَارَزَ	1	مُبَارِزٌ	Subject
7890	بَاشَرَ	1	مُبَاشِرٌ	Subject
7891	باع	1	بَائِعٌ	Subject
7892	بَاغَتَ	1	مُبَاغِتٌ	Subject
7893	بان	1	بَائِنٌ	Subject
7894	بَتَّ	1	باتٌّ	Subject
7895	بَتَرَ	1	باتِرٌ	Subject
7896	بثّ	1	بَاثٌّ	Subject
7897	بجح	1	بَجَّاحٌ	Subject
7898	بحث	1	بَاحِثٌ	Subject
7899	بخر	1	مُبَخِّرٌ	Subject
7900	بدأ	1	بادِئٌ	Subject
7901	بَدَأَ	1	مُبْدِئٌ	Subject
7902	بَدا	1	بادِي	Subject
7903	بدد	1	مُبدِّدٌ	Subject
7904	بدّل	1	مُبَدِّلٌ	Subject
7905	بَدَنَ	1	بَادِنٌ	Subject
7906	بَذَخَ	1	باذِخٌ	Subject
7907	بذر	1	بَاذِرٌ	Subject
7908	بَذَّرَ	1	مُبَذِّرٌ	Subject
7909	بذل	1	باذِلٌ	Subject
7910	برأ	1	بَارِئٌ	Subject
7911	بَرحَ	1	بَارِحٌ	Subject
7912	بَرَّحَ	1	مُبَرِّحٌ	Subject
7913	بَردَ	1	بَارِدٌ	Subject
7914	بَرَدَ	1	مُبْرِدٌ	Subject
7915	بَرَّدَ	1	مُبَرِّدٌ	Subject
7916	بَرَّرَ	1	مُبَرِّرٌ	Subject
7917	بَرزَ	1	بَارِزٌ	Subject
7918	برع	1	بَارِعٌ	Subject
7919	بَرَقَ	1	بَارِقٌ	Subject
7920	بَرْمَجَ	1	مُبَرْمِجٌ	Subject
7921	بَرْهَنَ	1	مُبَرْهِنٌ	Subject
7922	بزغ	1	بَازِغٌ	Subject
7923	بسط	1	بَاسِطٌ	Subject
7924	بَسَّطَ	1	مُبَسِّطٌ	Subject
7925	بَسَقَ	1	بَاسِقٌ	Subject
7926	بسل	1	بَاسِلٌ	Subject
7927	بَسَمَ	1	بَاسِمٌ	Subject
7928	بَشَّ	1	باشٌّ	Subject
7929	بَشَّرَ	1	مُبَشِّرٌ	Subject
7930	بَضع	1	بَاضِعٌ	Subject
7931	بطل	1	بَاطِلٌ	Subject
7932	بطن	1	باطِنٌ	Subject
7933	بَعَثَ	1	بَاعِثٌ	Subject
7934	بَغَى	1	بَاغِي	Subject
7935	بَقِيَ	1	باقِي	Subject
7936	بكر	1	باكِرٌ	Subject
7937	بَكَّرَ	1	مُبَكِّرٌ	Subject
7938	بَلَّطَ	1	مُبَلِّطٌ	Subject
7939	بَلَغَ	1	بالِغٌ	Subject
7940	بَلَّغَ	1	مُبَلِّغٌ	Subject
7941	بَنَّجَ	1	مُبَنِّجٌ	Subject
7942	بَنَى	1	بِانِي	Subject
7943	بَهَتَ	1	باهِتٌ	Subject
7944	بَيَّضَ	1	مُبَيِّضٌ	Subject
7945	تَآمَرَ	1	مُتَآمِرٌ	Subject
7946	تَأَبَّطَ	1	مُتَأَبِّطٌ	Subject
7947	تَأَثَّرَ	1	مُتَأَثِّرٌ	Subject
7948	تَأَجَّجَ	1	مُتَأَجِّجٌ	Subject
7949	تَأَخَّرَ	1	مُتَأَخِّرٌ	Subject
7950	تَأَدَّبَ	1	مُتَأَدِّبٌ	Subject
7951	تَأَرْجَحَ	1	مُتَأَرْجِحٌ	Subject
7952	تَأَسَّفَ	1	مُتَأَسِّفٌ	Subject
7953	تَأَصَّلَ	1	مُتَأَصِّلٌ	Subject
7954	تَأَكَّدَ	1	مُتَأَكِّدٌ	Subject
7955	تَأَلَّقَ	1	مُتَأَلِّقٌ	Subject
7956	تَأَمَّلَ	1	مُتَأَمِّلٌ	Subject
7957	تَأَنَّقَ	1	مُتَأَنِّقٌ	Subject
7958	تَأَنَّى	1	مُتَأَنِّي	Subject
7959	تَأَهَّبَ	1	مُتَأَهِّبٌ	Subject
7960	تَأَهَّلَ	1	مُتَأَهِّلٌ	Subject
7961	تَأَوَّهَ	1	مُتَأَوِّهٌ	Subject
7962	تَابَ	1	تَائِبٌ	Subject
7963	تَابَعَ	1	مُتَابِعٌ	Subject
7964	تَاجَرَ	1	مُتَاجِرٌ	Subject
7965	تَاخَمَ	1	مُتَاخِمٌ	Subject
7966	تَاهَ	1	تَائِهٌ	Subject
7967	تَبَادَلَ	1	مُتَبَادِلٌ	Subject
7968	تَبَارَى	1	مُتَبَارِي	Subject
7969	تَبَاطَأَ	1	مُتَبَاطِئٌ	Subject
7970	تَبَاعَدَ	1	مُتَبَاعِدٌ	Subject
7971	تباكَى	1	مُتَبَاكِي	Subject
7972	تَبَاهَى	1	مُتَبَاهِي	Subject
7973	تَبَتَّلَ	1	مُتَبَتِّلٌ	Subject
7974	تَبَجَّحَ	1	مُتَبَجِّحٌ	Subject
7975	تَبَحَّرَ	1	مُتَبَحِّرٌ	Subject
7976	تبختر	1	مُتَبَخْتِرٌ	Subject
7977	تبدلَ	1	مُتَبَدِّلٌ	Subject
7978	تَبَرَّعَ	1	مُتَبَرِّعٌ	Subject
7979	تَبَرَّمَ	1	مُتَبَرِّمٌ	Subject
7980	تَبَصَّرَ	1	مُتَبَصِّرٌ	Subject
7981	تَبِعَ	1	تَابِعٌ	Subject
7982	تَبَقَّى	1	مُتَبَقِّي	Subject
7983	تَبَلَّجَ	1	مُتَبَلِّجٌ	Subject
7984	تَبَنَّى	1	مُتَبَنِّي	Subject
7985	تَتَابَعَ	1	مُتَتَابِعٌ	Subject
7986	تَثَاقَلَ	1	مُتَثَاقِلٌ	Subject
7987	تَجَانَسَ	1	مُتَجَانِسٌ	Subject
7988	تَجَاوَرَ	1	مُتَجَاوِرٌ	Subject
7989	تَجَاوَزَ	1	مُتَجَاوِزٌ	Subject
7990	تَجَدَّدَ	1	مُتَجَدِّدٌ	Subject
7991	تَجَرَ	1	تَاجِرٌ	Subject
7992	تَجَرَّدَ	1	مُتَجَرِّدٌ	Subject
7993	تَجَسَّدَ	1	مُتَجَسِّدٌ	Subject
7994	تَجَعَّدَ	1	مُتَجَعِّدٌ	Subject
7995	تَجَلَّى	1	مُتَجَلِّي	Subject
7996	تَجَمَّدَ	1	مُتَجَمِّدٌ	Subject
7997	تَجَمَّعَ	1	مُتَجَمِّعٌ	Subject
7998	تَجَنَّسَ	1	مُتَجَنِّسٌ	Subject
7999	تَجَهَّمَ	1	مُتَجَهِّمٌ	Subject
8000	تَجَوَّلَ	1	مُتَجَوِّلٌ	Subject
8001	تَحَالَفَ	1	مُتَحَالِفٌ	Subject
8002	تَحَجَّرَ	1	مُتَحَجِّرٌ	Subject
8003	تَحَدَّى	1	مُتَحَدِّي	Subject
8004	تَحَذْلَقَ	1	مُتَحَذْلِقٌ	Subject
8005	تَحَرَّكَ	1	مُتَحَرِّكٌ	Subject
8006	تَحَضَّرَ	1	مُتَحَضِّرٌ	Subject
8007	تَحَفَّزَ	1	مُتَحَفِّزٌ	Subject
8008	تَحَفَّظَ	1	مُتَحَفِّظٌ	Subject
8009	تَحَكَّمَ	1	مُتَحَكِّمٌ	Subject
8010	تَحَلَّى	1	مُتَحَلِّي	Subject
8011	تَحَمَّسَ	1	مُتَحَمِّسٌ	Subject
8012	تَحَيَّرَ	1	مُتَحَيِّرٌ	Subject
8013	تَحَيَّزَ	1	مُتَحَيِّزٌ	Subject
8014	تَخَبَّطَ	1	مُتَخَبِّطٌ	Subject
8015	تَخَرَّجَ	1	مُتَخَرِّجٌ	Subject
8016	تَخَشَّعَ	1	مُتَخَشِّعٌ	Subject
8017	تَخَصَّصَ	1	مُتَخَصِّصٌ	Subject
8018	تَدَاخَلَ	1	مُتَدَاخِلٌ	Subject
8019	تَدَثَّرَ	1	مُتَدَثِّرٌ	Subject
8020	تَدَحْرَجَ	1	مُتَدَحْرِجٌ	Subject
8021	تَدَفَّقَ	1	مُتَدَفِّقٌ	Subject
8022	تَدَلَّى	1	مُتَدَلِّي	Subject
8023	تَدَيَّنَ	1	مُتَدَيِّنٌ	Subject
8024	تَذَبْذَبَ	1	مُتَذَبْذِبٌ	Subject
8025	تَذَرَّعَ	1	مُتَذَرِّعٌ	Subject
8026	تَذَكَّرَ	1	مُتَذَكِّرٌ	Subject
8027	تَذَلَّلَ	1	مُتَذَلِّلٌ	Subject
8028	تَذَمَّرَ	1	مُتَذَمِّرٌ	Subject
8029	تَرَابَطَ	1	مُتَرَابِطٌ	Subject
8030	تَرَاخَى	1	مُتَرَاخِي	Subject
8031	تَرَادَفَ	1	مُتَرَادِفٌ	Subject
8032	تَرَاصَّ	1	مُتَرَاصٌّ	Subject
8033	تَرَامَى	1	مُتَرَامِي	Subject
8034	تَرَبَّصَ	1	مُتَرَبِّصٌ	Subject
8035	تَرَبَّعَ	1	مُتَرَبِّعٌ	Subject
8036	تَرْجَمَ	1	مُتَرْجِمٌ	Subject
8037	تَرَدَّدَ	1	مُتَرَدِّدٌ	Subject
8038	تَرَسَّبَ	1	مُتَرَسِّبٌ	Subject
8039	تَرَشَّحَ	1	مُتَرَشِّحٌ	Subject
8040	تَرَصَّدَ	1	مُتَرَصِّدٌ	Subject
8041	تَرَفَّعَ	1	مُتَرَفِّعٌ	Subject
8042	تَرَقْرَقَ	1	مُتَرَقْرِقٌ	Subject
8043	تَرَنَّحَ	1	مُتَرَنِّحٌ	Subject
8044	تَرَهَّلَ	1	مُتَرَهِّلٌ	Subject
8045	تَزَايَدَ	1	مُتَزَايِدٌ	Subject
8046	تَزَحْلَقَ	1	مُتَزَحْلِقٌ	Subject
8047	تَزَعْزَعَ	1	مُتَزَعْزِعٌ	Subject
8048	تَزَلَّجَ	1	مُتَزَلِّجٌ	Subject
8049	تَزَلَّفَ	1	مُتَزَلِّفٌ	Subject
8050	تَزَمَّتَ	1	مُتَزَمِّتٌ	Subject
8051	تَزَهَّدَ	1	مُتَزَهِّدٌ	Subject
8052	تَزَوَّجَ	1	مُتَزَوِّجٌ	Subject
8053	تَزَيَّنَ	1	مُتَزَيِّنٌ	Subject
8054	تَسَارَعَ	1	مُتَسَارِعٌ	Subject
8055	تَسَاقَطَ	1	مُتَسَاقِطٌ	Subject
8056	تَسَامَحَ	1	مُتَسَامِحٌ	Subject
8057	تَسَاهَلَ	1	مُتَسَاهِلٌ	Subject
8058	تَسَاوَى	1	مُتَسَاوِي	Subject
8059	تَسَبَّبَ	1	مُتَسَبِّبٌ	Subject
8060	تَسَرْبَلَ	1	مُتَسَرْبِلٌ	Subject
8061	تَسَرَّعَ	1	مُتَسَرِّعٌ	Subject
8062	تَسَعَ	1	تَاسِعٌ	Subject
8063	تَسَكَّعَ	1	مُتَسَكِّعٌ	Subject
8064	تَسَلْسَلَ	1	مُتَسَلْسِلٌ	Subject
8065	تَسَلَّطَ	1	مُتَسَلِّطٌ	Subject
8066	تَسَلَّقَ	1	مُتَسَلِّقٌ	Subject
8067	تَسَمَّرَ	1	مُتَسَمِّرٌ	Subject
8068	تَسَوَّلَ	1	مُتَسَوِّلٌ	Subject
8069	تَشَاءمَ	1	مُتَشَائِمٌ	Subject
8070	تَشَابَهَ	1	مُتَشَابِهٌ	Subject
8071	تَشَامَخَ	1	مُتَشَامِخٌ	Subject
8072	تَشَبَّثَ	1	مُتَشَبِّثٌ	Subject
8073	تَشَدَّدَ	1	مُتَشَدِّدٌ	Subject
8074	تَشَدَّقَ	1	مُتَشَدِّقٌ	Subject
8075	تَشَرَّدَ	1	مُتَشَرِّدٌ	Subject
8076	تَشَعَّبَ	1	مُتَشَعِّبٌ	Subject
8077	تَشَنَّجَ	1	مُتَشَنِّجٌ	Subject
8078	تَشَوَّقَ	1	مُتَشَوِّقٌ	Subject
8079	تَصَبَّبَ	1	مُتَصَبِّبٌ	Subject
8080	تَصَدَّعَ	1	مُتَصَدِّعٌ	Subject
8081	تَصَرَّفَ	1	مُتَصَرِّفٌ	Subject
8082	تَصَلَّبَ	1	مُتَصَلِّبٌ	Subject
8083	تَصَنَّعَ	1	مُتَصَنِّعٌ	Subject
8084	تَضَارَبَ	1	مُتَضَارِبٌ	Subject
8085	تَضَافَرَ	1	مُتَضَافِرٌ	Subject
8086	تَضَامَنَ	1	مُتَضَامِنٌ	Subject
8087	تَضَايَقَ	1	مُتَضَايِقٌ	Subject
8088	تَضَرَّرَ	1	مُتَضَرِّرٌ	Subject
8089	تَضَلَّعَ	1	مُتَضَلِّعٌ	Subject
8090	تَطَابَقَ	1	مُتَطَابِقٌ	Subject
8091	تَطَاوَلَ	1	مُتَطَاوِلٌ	Subject
8092	تَطَبَّبَ	1	مُتَطَبِّبٌ	Subject
8093	تَطَرَّفَ	1	مُتَطَرِّفٌ	Subject
8094	تَطَفَّلَ	1	مُتَطَفِّلٌ	Subject
8095	تَطَلَّعَ	1	مُتَطَلِّعٌ	Subject
8096	تَطَوَّرَ	1	مُتَطَوِّرٌ	Subject
8097	تَطَوَّعَ	1	مُتَطَوِّعٌ	Subject
8098	تَطَيَّرَ	1	مُتَطَيِّرٌ	Subject
8099	تَظَاهَرَ	1	مُتَظَاهِرٌ	Subject
8100	تَعَاطَفَ	1	مُتَعَاطِفٌ	Subject
8101	تَعَاظَمَ	1	مُتَعَاظِمٌ	Subject
8102	تَعَاقَبَ	1	مُتَعَاقِبٌ	Subject
8103	تَعَاقَدَ	1	مُتَعَاقِدٌ	Subject
8104	تَعَالَى	1	مُتَعَالِي	Subject
8105	تَعَاوَنَ	1	مُتَعَاوِنٌ	Subject
8106	تَعَبَّدَ	1	مُتَعَبِّدٌ	Subject
8107	تَعَجْرَفَ	1	مُتَعَجْرِفٌ	Subject
8108	تَعَدَّدَ	1	مُتَعَدِّدٌ	Subject
8109	تَعَدَّى	1	مُتَعَدِّي	Subject
8110	تَعَذَّرَ	1	مُتَعَذِّرٌ	Subject
8111	تَعَرَّجَ	1	مُتَعَرِّجٌ	Subject
8112	تَعَصَّبَ	1	مُتَعَصِّبٌ	Subject
8113	تَعَطَّشَ	1	مُتَعَطِّشٌ	Subject
8114	تَعَفَّفَ	1	مُتَعَفِّفٌ	Subject
8115	تَعَفَّنَ	1	مُتَعَفِّنٌ	Subject
8116	تَعَقَّبَ	1	مُتَعَقِّبٌ	Subject
8117	تَعَقَّلَ	1	مُتَعَقِّلٌ	Subject
8118	تَعَلَّقَ	1	مُتَعَلِّقٌ	Subject
8119	تَعَلَّمَ	1	مُتَعَلِّمٌ	Subject
8120	تَعَمَّدَ	1	مُتَعَمِّدٌ	Subject
8121	تَعَنَّتَ	1	مُتَعَنِّتٌ	Subject
8122	تَعَهَّدَ	1	مُتَعَهِّدٌ	Subject
8123	تَعَيَّشَ	1	مُتَعَيِّشٌ	Subject
8124	تَغَضَّنَ	1	مُتَغَضِّنٌ	Subject
8125	تَغَطْرَسَ	1	مُتَغَطْرِسٌ	Subject
8126	تَغَيَّبَ	1	مُتَغَيِّبٌ	Subject
8127	تَغَيَّرَ	1	مُتَغَيِّرٌ	Subject
8128	تَفَاءَلَ	1	مُتَفَائِلٌ	Subject
8129	تَفَتَّتَ	1	مُتَفَتِّتٌ	Subject
8130	تَفَتَّحَ	1	مُتَفَتِّحٌ	Subject
8131	تَفَجَّرَ	1	مُتَفَجِّرٌ	Subject
8132	تَفَحَّصَ	1	مُتَفَحِّصٌ	Subject
8133	تَفَرَّجَ	1	مُتَفَرِّجٌ	Subject
8134	تَفَرَّعَ	1	مُتَفَرِّعٌ	Subject
8135	تَفَرَّغَ	1	مُتَفَرِّغٌ	Subject
8136	تَفَرَّقَ	1	مُتَفَرِّقٌ	Subject
8137	تَفَسَّخَ	1	مُتَفَسِّخٌ	Subject
8138	تَفَشَّى	1	مُتَفَشِّي	Subject
8139	تَفَكَّكَ	1	مُتَفَكِّكٌ	Subject
8140	تَفَنَّنَ	1	مُتَفَنِّنٌ	Subject
8141	تَفَوَّقَ	1	مُتَفَوِّقٌ	Subject
8142	تَقَابَلَ	1	مُتَقَابِلٌ	Subject
8143	تَقَارَبَ	1	مُتَقَارِبٌ	Subject
8144	تَقَاطَعَ	1	مُتَقَاطِعٌ	Subject
8145	تَقَاعَدَ	1	مُتَقَاعِدٌ	Subject
8146	تَقَاعَسَ	1	مُتَقَاعِسٌ	Subject
8147	تَقَبَّلَ	1	مُتَقَبِّلٌ	Subject
8148	تَقَدَّمَ	1	مُتَقَدِّمٌ	Subject
8149	تَقَزَّزَ	1	مُتَقَزِّزٌ	Subject
8150	تَقَشَّفَ	1	مُتَقَشِّفٌ	Subject
8151	تَقَطَّعَ	1	مُتَقَطِّعٌ	Subject
8152	تَقَلَّبَ	1	مُتَقَلِّبٌ	Subject
8153	تَقَلَّصَ	1	مُتَقَلِّصٌ	Subject
8154	تَقَيَّحَ	1	مُتَقَيِّحٌ	Subject
8155	تَكَاثَرَ	1	مُتَكَاثِرٌ	Subject
8156	تَكَافَأَ	1	مُتَكَافِئ	Subject
8157	تَكَبَّرَ	1	مُتَكَبِّرٌ	Subject
8158	تَكَتَّمَ	1	مُتَكَتِّمٌ	Subject
8159	تَكَرَّرَ	1	مُتَكَرِّرٌ	Subject
8160	تَكَلَّفَ	1	مُتَكَلِّفٌ	Subject
8161	تَكَلَّمَ	1	مُتَكَلِّمٌ	Subject
8162	تَكَهَّنَ	1	مُتَكَهِّنٌ	Subject
8163	تَكَوَّنَ	1	مُتَكَوِّنٌ	Subject
8164	تَلَأْلَأَ	1	مُتَلَأْلِئٌ	Subject
8165	تلا	1	تَالِي	Subject
8166	تَلاَءمَ	1	مُتَلاَئِمٌ	Subject
8167	تَلاَحَقَ	1	مُتَلاَحِقٌ	Subject
8168	تَلاَحَمَ	1	مُتَلاَحِمٌ	Subject
8169	تَلاَزَمَ	1	مُتَلاَزِمٌ	Subject
8170	تَلاَصَقَ	1	مُتَلاَصِقٌ	Subject
8171	تَلاَمَعَ	1	مُتَلاَمِعٌ	Subject
8172	تَلَبَّسَ	1	مُتَلَبِّسٌ	Subject
8173	تَلَفَّعَ	1	مُتَلَفِّعٌ	Subject
8174	تَلَقَّى	1	مُتَلَقِّي	Subject
8175	تَلَمَّسَ	1	مُتَلَمِّسٌ	Subject
8176	تَلَهَّفَ	1	مُتَلَهِّفٌ	Subject
8177	تَلَوَّنَ	1	مُتَلَوِّنٌ	Subject
8178	تَلَوَّى	1	مُتَلَوِّي	Subject
8179	تَمَّ	1	تَامٌّ	Subject
8180	تَمَاثَلَ	1	مُتَمَاثِلٌ	Subject
8181	تَمَادَى	1	مُتَمَادِي	Subject
8182	تَمَارَضَ	1	مُتَمَارِضٌ	Subject
8183	تَمَاسَكَ	1	مُتَمَاسِكٌ	Subject
8184	تَمَاوَتَ	1	مُتَمَاوِتٌ	Subject
8185	تَمَايَلَ	1	مُتَمَايِلٌ	Subject
8186	تَمَتْرَسَ	1	مُتَمَتْرِسٌ	Subject
8187	تَمَتَّعَ	1	مُتَمَتِّعٌ	Subject
8188	تَمْتَمَ	1	مُتَمْتِمٌ	Subject
8189	تَمَثَّلَ	1	مُتَمَثِّلٌ	Subject
8190	تَمَدَّنَ	1	مُتَمَدِّنٌ	Subject
8191	تَمَرَّدَ	1	مُتَمَرِّدٌ	Subject
8192	تَمَرَّسَ	1	مُتَمَرِّسٌ	Subject
8193	تَمَرَّغَ	1	مُتَمَرِّغٌ	Subject
8194	تَمَرَّنَ	1	مُتَمَرِّنٌ	Subject
8195	تَمَكَّنَ	1	مُتَمَكِّنٌ	Subject
8196	تَمَلَّقَ	1	مُتَمَلِّقٌ	Subject
8197	تَمَّمَ	1	مُتَمِّمٌ	Subject
8198	تَمَنَّى	1	مُتَمَنِّي	Subject
8199	تَمَهَّلَ	1	مُتَمَهِّلٌ	Subject
8200	تَمَيَّزَ	1	مُتَمَيِّزٌ	Subject
8201	تَنَاثَرَ	1	مُتَنَاثِرٌ	Subject
8202	تَنَاسَبَ	1	مُتَنَاسِبٌ	Subject
8203	تَنَاسَقَ	1	مُتَنَاسِقٌ	Subject
8204	تَنَاصَفَ	1	مُتَنَاصِفٌ	Subject
8205	تَنَاعَمَ	1	مُتَنَاعِمٌ	Subject
8206	تَنَاغَمَ	1	مُتَنَاغِمٌ	Subject
8207	تَنَافَرَ	1	مُتَنَافِرٌ	Subject
8208	تَنَاقَضَ	1	مُتَنَاقِضٌ	Subject
8209	تَنَبَّهَ	1	مُتَنَبِّهٌ	Subject
8210	تَنَزَّهَ	1	مُتَنَزِّهٌ	Subject
8211	تَنَعَّمَ	1	مُتَنَعِّمٌ	Subject
8212	تَنَفَّسَ	1	مُتَنَفِّسٌ	Subject
8213	تَنَقَّلَ	1	مُتَنَقِّلٌ	Subject
8214	تَنَكَّرَ	1	مُتَنَكِّرٌ	Subject
8215	تَنَمَّرَ	1	مُتَنَمِّرٌ	Subject
8216	تَنَوَّعَ	1	مُتَنَوِّعٌ	Subject
8217	تَهَامَسَ	1	مُتَهَامِسٌ	Subject
8218	تَهَاوَنَ	1	مُتَهَاوِنٌ	Subject
8219	تَهَتَّكَ	1	مُتَهَتِّكٌ	Subject
8220	تَهَجَّدَ	1	مُتَهَجِّدٌ	Subject
8221	تَهَدَّجَ	1	مُتَهَدِّجٌ	Subject
8222	تَهَدَّمَ	1	مُتَهَدِّمٌ	Subject
8223	تَهَذَّبَ	1	مُتَهَذِّبٌ	Subject
8224	تَهَكَّمَ	1	مُتَهَكِّمٌ	Subject
8225	تَهَلَّلَ	1	مُتَهَلِّلٌ	Subject
8226	تَهَوَّرَ	1	مُتَهَوِّرٌ	Subject
8227	تَهَيَّبَ	1	مُتَهَيِّبٌ	Subject
8228	تَوَاتَرَ	1	مُتَوَاتِرٌ	Subject
8229	تَوَارَى	1	مُتَوَارِي	Subject
8230	تَوَازَنَ	1	مُتَوَازِنٌ	Subject
8231	تَوَازَى	1	مُتَوَازِي	Subject
8232	تَوَاصَلَ	1	مُتَوَاصِلٌ	Subject
8233	تَوَاضَعَ	1	مُتَوَاضِعٌ	Subject
8234	تَوَاطَأَ	1	مُتَوَاطِئٌ	Subject
8235	تَوَافَرَ	1	مُتَوَافِرٌ	Subject
8236	تَوَافَقَ	1	مُتَوَافِقٌ	Subject
8237	تَوَالَى	1	مُتَوَالِي	Subject
8238	تَوَانَى	1	مُتَوَانِي	Subject
8239	تَوَتَّرَ	1	مُتَوَتِّرٌ	Subject
8240	تَوَحَّدَ	1	مُتَوَحِّدٌ	Subject
8241	تَوَحَّشَ	1	مُتَوَحِّشٌ	Subject
8242	تَوَرَّمَ	1	مُتَوَرِّمٌ	Subject
8243	تَوَسَّدَ	1	مُتَوَسِّدٌ	Subject
8244	تَوَسَّطَ	1	مُتَوَسِّطٌ	Subject
8245	تَوَسَّلَ	1	مُتَوَسِّلٌ	Subject
8246	تَوَطَّدَ	1	مُتَوَطِّدٌ	Subject
8247	تَوَظَّفَ	1	مُتَوَظِّفٌ	Subject
8248	تَوَعَّدَ	1	مُتَوَعِّدٌ	Subject
8249	تَوَعَّكَ	1	مُتَوَعِّكٌ	Subject
8250	تَوَفَّى	1	مُتَوَفِّي	Subject
8251	تَوَقَّدَ	1	مُتَوَقِّدٌ	Subject
8252	تَوَقَّعَ	1	مُتَوَقِّعٌ	Subject
8253	تَوَكَّأَ	1	مُتَوَكِّئٌ	Subject
8254	تَوَكَّلَ	1	مُتَوَكِّلٌ	Subject
8255	تَوَلَّدَ	1	مُتَوَلِّدٌ	Subject
8256	تَوَهَّجَ	1	مُتَوَهِّجٌ	Subject
8257	تَوَهَّمَ	1	مُتَوَهِّمٌ	Subject
8258	تَيَسَّرَ	1	مُتَيَسِّرٌ	Subject
8259	تَيَقَّظَ	1	مُتَيَقِّظٌ	Subject
8260	ثَابَرَ	1	مُثَابِرٌ	Subject
8261	ثَارَ	1	ثَائِرٌ	Subject
8262	ثَبَتَ	1	ثَابِتٌ	Subject
8263	ثَبَّطَ	1	مُثَبِّطٌ	Subject
8264	ثَقِبَ	1	ثَاقِبٌ	Subject
8265	ثَقَّفَ	1	مُثَقِّفٌ	Subject
8266	ثَلَثَ	1	ثَالِثٌ	Subject
8267	ثَلَّجَ	1	مُثَلِّجٌ	Subject
8268	ثَمَرَ	1	ثَامِرٌ	Subject
8269	ثَمَنَ	1	ثَامِنٌ	Subject
8270	ثَمَّنَ	1	مُثَمِّنٌ	Subject
8271	جَابَ	1	جَائِبٌ	Subject
8272	جَاحَ	1	جَائِحٌ	Subject
8273	جَادَلَ	1	مُجَادِلٌ	Subject
8274	جَارَ	1	جَائِرٌ	Subject
8275	جَازَ	1	جَائِزٌ	Subject
8276	جَازَفَ	1	مُجَازِفٌ	Subject
8277	جَاعَ	1	جَائِعٌ	Subject
8278	جَامَلَ	1	مُجَامِلٌ	Subject
8279	جَانَبَ	1	مُجَانِبٌ	Subject
8280	جَانَسَ	1	مُجَانِسٌ	Subject
8281	جَاهَدَ	1	مُجَاهِدٌ	Subject
8282	جَاوَرَ	1	مُجَاوِرٌ	Subject
8283	جَبَرَ	1	جَابِرٌ	Subject
8284	جَبَّرَ	1	مُجَبِّرٌ	Subject
8285	جَبَى	1	جَابِي	Subject
8286	جَثَا	1	جَاثِي	Subject
